cluster_id,affiliation_variant,occurrence_count,sources,canonical_key,display_name,fingerprint_key,token_key,suggested_canonical,match_reason,priority,cluster_variant_count,cluster_total_occurrences,canonical_keys_differ,country_suffix_only,needs_review,confirmed_same,approved_canonical
C0533,"Sultan Qaboos University, Oman",2,delegates; delegates_raw,Sultan Qaboos University,Sultan Qaboos University,sultan qaboos university,qaboos sultan university,Sultan Qaboos University,token_key,low,2,17,False,True,True,,
C0557,Tulane University,15,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Tulane University,Tulane University,tulane university,tulane university,Tulane University,token_key,low,2,17,False,True,True,,
C0557,"Tulane University, United States",2,delegates; delegates_raw,Tulane University,Tulane University,tulane university,tulane university,Tulane University,token_key,low,2,17,False,True,True,,
C0569,Universidad Del Magdalena,15,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Universidad Del Magdalena,Universidad Del Magdalena,universidad del magdalena,del magdalena universidad,Universidad Del Magdalena,token_key,low,2,17,False,True,True,,
C0569,"Universidad Del Magdalena, Colombia",2,delegates; delegates_raw,Universidad Del Magdalena,Universidad Del Magdalena,universidad del magdalena,del magdalena universidad,Universidad Del Magdalena,token_key,low,2,17,False,True,True,,
C0574,Universidade Federal de Santa Catarina,15,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,universidade federal de santa catarina,catarina de federal santa universidade,Universidade Federal de Santa Catarina,token_key,low,2,17,False,True,True,,
C0574,"Universidade Federal de Santa Catarina, Brazil",2,delegates; delegates_raw,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,universidade federal de santa catarina,catarina de federal santa universidade,Universidade Federal de Santa Catarina,token_key,low,2,17,False,True,True,,
C0620,University of Massachusetts Lowell,15,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Massachusetts Lowell,University of Massachusetts Lowell,university of massachusetts lowell,lowell massachusetts university,University of Massachusetts Lowell,token_key,low,2,17,False,True,True,,
C0620,"University of Massachusetts Lowell, United States",2,delegates; delegates_raw,University of Massachusetts Lowell,University of Massachusetts Lowell,university of massachusetts lowell,lowell massachusetts university,University of Massachusetts Lowell,token_key,low,2,17,False,True,True,,
C0627,University of Miyazaki,15,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; geocode_overrides; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Miyazaki,University of Miyazaki,university of miyazaki,miyazaki university,University of Miyazaki,token_key,low,2,17,False,True,True,,
C0627,"University of Miyazaki, Japan",2,delegates; delegates_raw,University of Miyazaki,University of Miyazaki,university of miyazaki,miyazaki university,University of Miyazaki,token_key,low,2,17,False,True,True,,
C0665,University of Wisconsin - Madison,15,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Wisconsin - Madison,University of Wisconsin - Madison,university of wisconsin - madison,madison university wisconsin,University of Wisconsin - Madison,token_key,low,2,17,False,True,True,,
C0665,"University of Wisconsin - Madison, United States",2,delegates; delegates_raw,University of Wisconsin - Madison,University of Wisconsin - Madison,university of wisconsin - madison,madison university wisconsin,University of Wisconsin - Madison,token_key,low,2,17,False,True,True,,
C0667,University of York,15,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of York,University of York,university of york,university york,University of York,token_key,low,2,17,False,True,True,,
C0667,"University of York, United Kingdom",2,delegates; delegates_raw,University of York,University of York,university of york,university york,University of York,token_key,low,2,17,False,True,True,,
C0669,Ursinus College,15,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Ursinus College,Ursinus College,ursinus college,college ursinus,Ursinus College,token_key,low,2,17,False,True,True,,
C0669,"Ursinus College, United States",2,delegates; delegates_raw,Ursinus College,Ursinus College,ursinus college,college ursinus,Ursinus College,token_key,low,2,17,False,True,True,,
C0696,Yayasan WWF Indonesia,15,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Yayasan WWF Indonesia,Yayasan WWF Indonesia,yayasan wwf indonesia,indonesia wwf yayasan,Yayasan WWF Indonesia,token_key,low,2,17,False,True,True,,
C0696,"Yayasan WWF Indonesia, Indonesia",2,delegates; delegates_raw,Yayasan WWF Indonesia,Yayasan WWF Indonesia,yayasan wwf indonesia,indonesia wwf yayasan,Yayasan WWF Indonesia,token_key,low,2,17,False,True,True,,
C0049,University of South Carolina Beaufort,7,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; geocode_overrides,University of South Carolina Beaufort,University of South Carolina Beaufort,university of south carolina beaufort,beaufort carolina south university,University of South Carolina Beaufort,"fingerprint, token_key",high,4,16,False,False,True,,
C0049,University of South Carolina - Beaufort,4,delegates; delegates_raw; delegates_sanitized; geocode_overrides,University of South Carolina Beaufort,University of South Carolina Beaufort,university of south carolina - beaufort,beaufort carolina south university,University of South Carolina Beaufort,"fingerprint, token_key",high,4,16,False,False,True,,
C0049,"University of South Carolina - Beaufort, United States",3,delegates; delegates_raw; geocode_cache,University of South Carolina Beaufort,University of South Carolina Beaufort,university of south carolina - beaufort,beaufort carolina south university,University of South Carolina Beaufort,"fingerprint, token_key",high,4,16,False,False,True,,
C0049,"University of South Carolina Beaufort, United States",2,delegates; delegates_raw,University of South Carolina Beaufort,University of South Carolina Beaufort,university of south carolina beaufort,beaufort carolina south university,University of South Carolina Beaufort,"fingerprint, token_key",high,4,16,False,False,True,,
C0052,Bergische Universität Wuppertal,11,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache,Bergische Universität Wuppertal,Bergische Universität Wuppertal,bergische universitat wuppertal,bergische universitat wuppertal,Bergische Universität Wuppertal,token_key,low,3,16,False,True,True,,
C0052,Bergische Universitat Wuppertal,3,map_locations; talks,Bergische Universität Wuppertal,Bergische Universität Wuppertal,bergische universitat wuppertal,bergische universitat wuppertal,Bergische Universität Wuppertal,token_key,low,3,16,False,True,True,,
C0052,"Bergische Universität Wuppertal, Germany",2,delegates; delegates_raw,Bergische Universität Wuppertal,Bergische Universität Wuppertal,bergische universitat wuppertal,bergische universitat wuppertal,Bergische Universität Wuppertal,token_key,low,3,16,False,True,True,,
C0058,Centro de Ciencias do Mar do Algarve,7,map_locations; talks,Centro de Ciências do Mar do Algarve,Centro de Ciências do Mar do Algarve,centro de ciencias do mar do algarve,algarve centro ciencias de do do mar,Centro de Ciências do Mar do Algarve,token_key,low,3,16,False,True,True,,
C0058,Centro de Ciências do Mar do Algarve,7,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache,Centro de Ciências do Mar do Algarve,Centro de Ciências do Mar do Algarve,centro de ciencias do mar do algarve,algarve centro ciencias de do do mar,Centro de Ciências do Mar do Algarve,token_key,low,3,16,False,True,True,,
C0058,"Centro de Ciências do Mar do Algarve, Portugal",2,delegates; delegates_raw,Centro de Ciências do Mar do Algarve,Centro de Ciências do Mar do Algarve,centro de ciencias do mar do algarve,algarve centro ciencias de do do mar,Centro de Ciências do Mar do Algarve,token_key,low,3,16,False,True,True,,
C0070,Goethe-Universität,11,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache,Goethe-Universität,Goethe-Universität,goethe-universitat,goethe universitat,Goethe-Universität,token_key,low,3,16,False,True,True,,
C0070,Goethe-Universitat,3,map_locations; talks,Goethe-Universität,Goethe-Universität,goethe-universitat,goethe universitat,Goethe-Universität,token_key,low,3,16,False,True,True,,
C0070,"Goethe-Universität, Germany",2,delegates; delegates_raw,Goethe-Universität,Goethe-Universität,goethe-universitat,goethe universitat,Goethe-Universität,token_key,low,3,16,False,True,True,,
C0076,Instituto Superior Técnico,11,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache,Instituto Superior Técnico,Instituto Superior Técnico,instituto superior tecnico,instituto superior tecnico,Instituto Superior Técnico,token_key,low,3,16,False,True,True,,
C0076,Instituto Superior Tecnico,3,map_locations; talks,Instituto Superior Técnico,Instituto Superior Técnico,instituto superior tecnico,instituto superior tecnico,Instituto Superior Técnico,token_key,low,3,16,False,True,True,,
C0076,"Instituto Superior Técnico, Portugal",2,delegates; delegates_raw,Instituto Superior Técnico,Instituto Superior Técnico,instituto superior tecnico,instituto superior tecnico,Instituto Superior Técnico,token_key,low,3,16,False,True,True,,
C0101,The Two Frontiers Project,7,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache,The Two Frontiers Project,The Two Frontiers Project,the two frontiers project,frontiers project two,the Two Frontiers Project,token_key,low,3,16,True,True,True,,
C0101,the Two Frontiers Project,7,map_locations; talks,the Two Frontiers Project,the Two Frontiers Project,the two frontiers project,frontiers project two,the Two Frontiers Project,token_key,low,3,16,True,True,True,,
C0101,"The Two Frontiers Project, United States",2,delegates; delegates_raw,The Two Frontiers Project,The Two Frontiers Project,the two frontiers project,frontiers project two,the Two Frontiers Project,token_key,low,3,16,True,True,True,,
C0111,University of Alabama - Birmingham,9,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Alabama at Birmingham,University of Alabama at Birmingham,university of alabama - birmingham,alabama birmingham university,University of Alabama at Birmingham,token_key,high,3,16,False,False,True,,
C0111,University of Alabama at Birmingham,5,emissions; map_locations,University of Alabama at Birmingham,University of Alabama at Birmingham,university of alabama - birmingham,alabama birmingham university,University of Alabama at Birmingham,token_key,high,3,16,False,False,True,,
C0111,"University of Alabama - Birmingham, United States",2,delegates; delegates_raw,University of Alabama at Birmingham,University of Alabama at Birmingham,university of alabama - birmingham,alabama birmingham university,University of Alabama at Birmingham,token_key,high,3,16,False,False,True,,
C0121,"University Of Mons, Belgium",7,delegates; delegates_raw; delegates_sanitized; geocode_cache; geocode_overrides; speaker_profiles; speaker_profiles_cache,University Of Mons,University Of Mons,university of mons,mons university,University Of Mons,token_key,low,3,16,False,True,True,,
C0121,University Of Mons,5,emissions; map_locations,University Of Mons,University Of Mons,university of mons,mons university,University Of Mons,token_key,low,3,16,False,True,True,,
C0121,University of Mons,4,map_locations; talks,University Of Mons,University Of Mons,university of mons,mons university,University Of Mons,token_key,low,3,16,False,True,True,,
C0151,Ben Gurion University of the Negev,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Ben Gurion University of the Negev,Ben Gurion University of the Negev,ben gurion university of the negev,ben gurion negev university,Ben Gurion University of the Negev,token_key,low,2,16,False,True,True,,
C0151,"Ben Gurion University of the Negev, Israel",2,delegates; delegates_raw,Ben Gurion University of the Negev,Ben Gurion University of the Negev,ben gurion university of the negev,ben gurion negev university,Ben Gurion University of the Negev,token_key,low,2,16,False,True,True,,
C0170,California State University Northridge,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,California State University Northridge,California State University Northridge,california state university northridge,california northridge state university,California State University Northridge,token_key,low,2,16,False,True,True,,
C0170,"California State University Northridge, United States",2,delegates; delegates_raw,California State University Northridge,California State University Northridge,california state university northridge,california northridge state university,California State University Northridge,token_key,low,2,16,False,True,True,,
C0179,Central Queensland University,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Central Queensland University,Central Queensland University,central queensland university,central queensland university,Central Queensland University,token_key,low,2,16,False,True,True,,
C0179,"Central Queensland University, Australia",2,delegates; delegates_raw,Central Queensland University,Central Queensland University,central queensland university,central queensland university,Central Queensland University,token_key,low,2,16,False,True,True,,
C0186,Chungnam National University,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Chungnam National University,Chungnam National University,chungnam national university,chungnam national university,Chungnam National University,token_key,low,2,16,False,True,True,,
C0186,"Chungnam National University, South Korea",2,delegates; delegates_raw,Chungnam National University,Chungnam National University,chungnam national university,chungnam national university,Chungnam National University,token_key,low,2,16,False,True,True,,
C0190,Clemson University,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Clemson University,Clemson University,clemson university,clemson university,Clemson University,token_key,low,2,16,False,True,True,,
C0190,"Clemson University, United States",2,delegates; delegates_raw,Clemson University,Clemson University,clemson university,clemson university,Clemson University,token_key,low,2,16,False,True,True,,
C0198,Connecticut College,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Connecticut College,Connecticut College,connecticut college,college connecticut,Connecticut College,token_key,low,2,16,False,True,True,,
C0198,"Connecticut College, United States",2,delegates; delegates_raw,Connecticut College,Connecticut College,connecticut college,college connecticut,Connecticut College,token_key,low,2,16,False,True,True,,
C0199,Conservation Metrics,14,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Conservation Metrics,Conservation Metrics,conservation metrics,conservation metrics,Conservation Metrics,token_key,low,2,16,False,True,True,,
C0199,"Conservation Metrics, United States",2,delegates; delegates_raw,Conservation Metrics,Conservation Metrics,conservation metrics,conservation metrics,Conservation Metrics,token_key,low,2,16,False,True,True,,
C0240,Eco-Sud,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Eco-Sud,Eco-Sud,eco-sud,eco sud,Eco-Sud,token_key,low,2,16,False,True,True,,
C0240,"Eco-Sud, Mauritius",2,delegates; delegates_raw,Eco-Sud,Eco-Sud,eco-sud,eco sud,Eco-Sud,token_key,low,2,16,False,True,True,,
C0253,Fish-i Inc,14,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Fish-i Inc,Fish-i Inc,fish-i inc,fish i inc,Fish-i Inc,token_key,low,2,16,False,True,True,,
C0253,"Fish-i Inc, Philippines",2,delegates; delegates_raw,Fish-i Inc,Fish-i Inc,fish-i inc,fish i inc,Fish-i Inc,token_key,low,2,16,False,True,True,,
C0285,Hampton University,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Hampton University,Hampton University,hampton university,hampton university,Hampton University,token_key,low,2,16,False,True,True,,
C0285,"Hampton University, United States",2,delegates; delegates_raw,Hampton University,Hampton University,hampton university,hampton university,Hampton University,token_key,low,2,16,False,True,True,,
C0288,Hasanuddin University,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Hasanuddin University,Hasanuddin University,hasanuddin university,hasanuddin university,Hasanuddin University,token_key,low,2,16,False,True,True,,
C0288,"Hasanuddin University, Indonesia",2,delegates; delegates_raw,Hasanuddin University,Hasanuddin University,hasanuddin university,hasanuddin university,Hasanuddin University,token_key,low,2,16,False,True,True,,
C0295,Hong Kong Polytechnic University,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Hong Kong Polytechnic University,Hong Kong Polytechnic University,hong kong polytechnic university,hong kong polytechnic university,Hong Kong Polytechnic University,token_key,low,2,16,False,True,True,,
C0295,"Hong Kong Polytechnic University, Hong Kong",2,delegates; delegates_raw,Hong Kong Polytechnic University,Hong Kong Polytechnic University,hong kong polytechnic university,hong kong polytechnic university,Hong Kong Polytechnic University,token_key,low,2,16,False,True,True,,
C0315,Institute for Systems Biology,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Institute for Systems Biology,Institute for Systems Biology,institute for systems biology,biology institute systems,Institute for Systems Biology,token_key,low,2,16,False,True,True,,
C0315,"Institute for Systems Biology, United States",2,delegates; delegates_raw,Institute for Systems Biology,Institute for Systems Biology,institute for systems biology,biology institute systems,Institute for Systems Biology,token_key,low,2,16,False,True,True,,
C0326,Island Conservation,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Island Conservation,Island Conservation,island conservation,conservation island,Island Conservation,token_key,low,2,16,False,True,True,,
C0326,"Island Conservation, United States",2,delegates; delegates_raw,Island Conservation,Island Conservation,island conservation,conservation island,Island Conservation,token_key,low,2,16,False,True,True,,
C0336,Karolinska Institute,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Karolinska Institute,Karolinska Institute,karolinska institute,institute karolinska,Karolinska Institute,token_key,low,2,16,False,True,True,,
C0336,"Karolinska Institute, Sweden",2,delegates; delegates_raw,Karolinska Institute,Karolinska Institute,karolinska institute,institute karolinska,Karolinska Institute,token_key,low,2,16,False,True,True,,
C0355,LSCE,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,LSCE,LSCE,lsce,lsce,LSCE,token_key,low,2,16,False,True,True,,
C0355,"LSCE, France",2,delegates; delegates_raw,LSCE,LSCE,lsce,lsce,LSCE,token_key,low,2,16,False,True,True,,
C0368,Marine Conservation International,14,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Marine Conservation International,Marine Conservation International,marine conservation international,conservation international marine,Marine Conservation International,token_key,low,2,16,False,True,True,,
C0368,"Marine Conservation International, United Kingdom",2,delegates; delegates_raw,Marine Conservation International,Marine Conservation International,marine conservation international,conservation international marine,Marine Conservation International,token_key,low,2,16,False,True,True,,
C0408,National Chiayi University,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,National Chiayi University,National Chiayi University,national chiayi university,chiayi national university,National Chiayi University,token_key,low,2,16,False,True,True,,
C0408,"National Chiayi University, Taiwan",2,delegates; delegates_raw,National Chiayi University,National Chiayi University,national chiayi university,chiayi national university,National Chiayi University,token_key,low,2,16,False,True,True,,
C0414,National Marine Sanctuary of American Samoa,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,National Marine Sanctuary of American Samoa,National Marine Sanctuary of American Samoa,national marine sanctuary of american samoa,american marine national samoa sanctuary,National Marine Sanctuary of American Samoa,token_key,low,2,16,False,True,True,,
C0414,"National Marine Sanctuary of American Samoa, American Samoa",2,delegates; delegates_raw,National Marine Sanctuary of American Samoa,National Marine Sanctuary of American Samoa,national marine sanctuary of american samoa,american marine national samoa sanctuary,National Marine Sanctuary of American Samoa,token_key,low,2,16,False,True,True,,
C0415,National Museum,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,National Museum,National Museum,national museum,museum national,National Museum,token_key,low,2,16,False,True,True,,
C0415,"National Museum, Brazil",2,delegates; delegates_raw,National Museum,National Museum,national museum,museum national,National Museum,token_key,low,2,16,False,True,True,,
C0422,National University of Colombia - Caribbean Campus,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,National University of Colombia - Caribbean Campus,National University of Colombia - Caribbean Campus,national university of colombia - caribbean campus,campus caribbean colombia national university,National University of Colombia - Caribbean Campus,token_key,low,2,16,False,True,True,,
C0422,"National University of Colombia - Caribbean Campus, Colombia",2,delegates; delegates_raw,National University of Colombia - Caribbean Campus,National University of Colombia - Caribbean Campus,national university of colombia - caribbean campus,campus caribbean colombia national university,National University of Colombia - Caribbean Campus,token_key,low,2,16,False,True,True,,
C0430,Northeastern University Marine Science Center,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Northeastern University Marine Science Center,Northeastern University Marine Science Center,northeastern university marine science center,center marine northeastern science university,Northeastern University Marine Science Center,token_key,low,2,16,False,True,True,,
C0430,"Northeastern University Marine Science Center, United States",2,delegates; delegates_raw,Northeastern University Marine Science Center,Northeastern University Marine Science Center,northeastern university marine science center,center marine northeastern science university,Northeastern University Marine Science Center,token_key,low,2,16,False,True,True,,
C0442,Ochanomizu University,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Ochanomizu University,Ochanomizu University,ochanomizu university,ochanomizu university,Ochanomizu University,token_key,low,2,16,False,True,True,,
C0442,"Ochanomizu University, Japan",2,delegates; delegates_raw,Ochanomizu University,Ochanomizu University,ochanomizu university,ochanomizu university,Ochanomizu University,token_key,low,2,16,False,True,True,,
C0452,Pacific Community,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Pacific Community,Pacific Community,pacific community,community pacific,Pacific Community,token_key,low,2,16,False,True,True,,
C0452,"Pacific Community, New Caledonia",2,delegates; delegates_raw,Pacific Community,Pacific Community,pacific community,community pacific,Pacific Community,token_key,low,2,16,False,True,True,,
C0459,Pondicherry University,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Pondicherry University,Pondicherry University,pondicherry university,pondicherry university,Pondicherry University,token_key,low,2,16,False,True,True,,
C0459,"Pondicherry University, India",2,delegates; delegates_raw,Pondicherry University,Pondicherry University,pondicherry university,pondicherry university,Pondicherry University,token_key,low,2,16,False,True,True,,
C0493,Ruhuna University,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Ruhuna University,Ruhuna University,ruhuna university,ruhuna university,Ruhuna University,token_key,low,2,16,False,True,True,,
C0493,"Ruhuna University, Sri Lanka",2,delegates; delegates_raw,Ruhuna University,Ruhuna University,ruhuna university,ruhuna university,Ruhuna University,token_key,low,2,16,False,True,True,,
C0505,Senckenberg Nature Museum - Frankfurt,14,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Senckenberg Nature Museum - Frankfurt,Senckenberg Nature Museum - Frankfurt,senckenberg nature museum - frankfurt,frankfurt museum nature senckenberg,Senckenberg Nature Museum - Frankfurt,token_key,low,2,16,False,True,True,,
C0505,"Senckenberg Nature Museum - Frankfurt, Germany",2,delegates; delegates_raw,Senckenberg Nature Museum - Frankfurt,Senckenberg Nature Museum - Frankfurt,senckenberg nature museum - frankfurt,frankfurt museum nature senckenberg,Senckenberg Nature Museum - Frankfurt,token_key,low,2,16,False,True,True,,
C0519,Smithsonian Tropical Research Institute - Panama,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Smithsonian Tropical Research Institute - Panama,Smithsonian Tropical Research Institute - Panama,smithsonian tropical research institute - panama,institute panama research smithsonian tropical,Smithsonian Tropical Research Institute - Panama,token_key,low,2,16,False,True,True,,
C0519,"Smithsonian Tropical Research Institute - Panama, Panama",2,delegates; delegates_raw,Smithsonian Tropical Research Institute - Panama,Smithsonian Tropical Research Institute - Panama,smithsonian tropical research institute - panama,institute panama research smithsonian tropical,Smithsonian Tropical Research Institute - Panama,token_key,low,2,16,False,True,True,,
C0522,Southeast Fisheries Science Center,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Southeast Fisheries Science Center,Southeast Fisheries Science Center,southeast fisheries science center,center fisheries science southeast,Southeast Fisheries Science Center,token_key,low,2,16,False,True,True,,
C0522,"Southeast Fisheries Science Center, United States",2,delegates; delegates_raw,Southeast Fisheries Science Center,Southeast Fisheries Science Center,southeast fisheries science center,center fisheries science southeast,Southeast Fisheries Science Center,token_key,low,2,16,False,True,True,,
C0529,State University of New York,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,State University of New York,State University of New York,state university of new york,new state university york,State University of New York,token_key,low,2,16,False,True,True,,
C0529,"State University of New York, United States",2,delegates; delegates_raw,State University of New York,State University of New York,state university of new york,new state university york,State University of New York,token_key,low,2,16,False,True,True,,
C0534,Sulubaai Environmental Foundation,14,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Sulubaai Environmental Foundation,Sulubaai Environmental Foundation,sulubaai environmental foundation,environmental foundation sulubaai,Sulubaai Environmental Foundation,token_key,low,2,16,False,True,True,,
C0534,"Sulubaai Environmental Foundation, Philippines",2,delegates; delegates_raw,Sulubaai Environmental Foundation,Sulubaai Environmental Foundation,sulubaai environmental foundation,environmental foundation sulubaai,Sulubaai Environmental Foundation,token_key,low,2,16,False,True,True,,
C0570,Universidad del Valle,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Universidad del Valle,Universidad del Valle,universidad del valle,del universidad valle,Universidad del Valle,token_key,low,2,16,False,True,True,,
C0570,"Universidad del Valle, Colombia",2,delegates; delegates_raw,Universidad del Valle,Universidad del Valle,universidad del valle,del universidad valle,Universidad del Valle,token_key,low,2,16,False,True,True,,
C0628,University of Moratuwa,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Moratuwa,University of Moratuwa,university of moratuwa,moratuwa university,University of Moratuwa,token_key,low,2,16,False,True,True,,
C0628,"University of Moratuwa, Sri Lanka",2,delegates; delegates_raw,University of Moratuwa,University of Moratuwa,university of moratuwa,moratuwa university,University of Moratuwa,token_key,low,2,16,False,True,True,,
C0630,University of New Hampshire,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of New Hampshire,University of New Hampshire,university of new hampshire,hampshire new university,University of New Hampshire,token_key,low,2,16,False,True,True,,
C0630,"University of New Hampshire, United States",2,delegates; delegates_raw,University of New Hampshire,University of New Hampshire,university of new hampshire,hampshire new university,University of New Hampshire,token_key,low,2,16,False,True,True,,
C0643,University of South Carolina - Chapel Hill,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of South Carolina - Chapel Hill,University of South Carolina - Chapel Hill,university of south carolina - chapel hill,carolina chapel hill south university,University of South Carolina - Chapel Hill,token_key,low,2,16,False,True,True,,
C0643,"University of South Carolina - Chapel Hill, United States",2,delegates; delegates_raw,University of South Carolina - Chapel Hill,University of South Carolina - Chapel Hill,university of south carolina - chapel hill,carolina chapel hill south university,University of South Carolina - Chapel Hill,token_key,low,2,16,False,True,True,,
C0654,University of the West Indies,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of the West Indies,University of the West Indies,university of the west indies,indies university west,University of the West Indies,token_key,low,2,16,False,True,True,,
C0654,"University of the West Indies, Antigua and Barbuda",2,delegates; delegates_raw,University of the West Indies,University of the West Indies,university of the west indies,indies university west,University of the West Indies,token_key,low,2,16,False,True,True,,
C0657,University of Toronto,14,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Toronto,University of Toronto,university of toronto,toronto university,University of Toronto,token_key,low,2,16,False,True,True,,
