cluster_id,affiliation_variant,occurrence_count,sources,canonical_key,display_name,fingerprint_key,token_key,suggested_canonical,match_reason,priority,cluster_variant_count,cluster_total_occurrences,canonical_keys_differ,country_suffix_only,needs_review,confirmed_same,approved_canonical
C0337,KAUST,578,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,KAUST,KAUST,kaust,kaust,KAUST,token_key,low,2,688,False,True,True,,
C0337,"KAUST, Saudi Arabia",110,delegates; delegates_raw,KAUST,KAUST,kaust,kaust,KAUST,token_key,low,2,688,False,True,True,,
C0019,James Cook University,517,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; geocode_overrides; map_locations; speaker_profiles; speaker_profiles_cache; talks,James Cook University,James Cook University,james cook university,cook james university,James Cook University,token_key,low,5,617,False,True,True,,
C0019,"James Cook University, Australia",93,delegates; delegates_raw; geocode_cache,James Cook University,James Cook University,james cook university,cook james university,James Cook University,token_key,low,5,617,False,True,True,,
C0019,"James Cook University, Tonga",3,delegates; delegates_raw; geocode_cache,James Cook University,James Cook University,james cook university,cook james university,James Cook University,token_key,low,5,617,False,True,True,,
C0019,"James Cook University, Philippines",2,delegates; delegates_raw,James Cook University,James Cook University,james cook university,cook james university,James Cook University,token_key,low,5,617,False,True,True,,
C0019,"James Cook University, United States",2,delegates; delegates_raw,James Cook University,James Cook University,james cook university,cook james university,James Cook University,token_key,low,5,617,False,True,True,,
C0017,Australian Institute of Marine Science,464,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; geocode_overrides; map_locations; speaker_profiles; speaker_profiles_cache; talks,Australian Institute of Marine Science,Australian Institute of Marine Science,australian institute of marine science,australian institute marine science,Australian Institute of Marine Science,token_key,low,5,555,True,True,True,,
C0017,"Australian Institute of Marine Science, Australia",79,delegates; delegates_raw; geocode_cache,Australian Institute of Marine Science,Australian Institute of Marine Science,australian institute of marine science,australian institute marine science,Australian Institute of Marine Science,token_key,low,5,555,True,True,True,,
C0017,Australian Institute Of Marine Science,7,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache,Australian Institute of Marine Science,Australian Institute of Marine Science,australian institute of marine science,australian institute marine science,Australian Institute of Marine Science,token_key,low,5,555,True,True,True,,
C0017,"Australian Institute of Marine Science, United States",3,delegates; delegates_raw; geocode_cache,Australian Institute of Marine Science,Australian Institute of Marine Science,australian institute of marine science,australian institute marine science,Australian Institute of Marine Science,token_key,low,5,555,True,True,True,,
C0017,"Australian Institute Of Marine Science, Australia",2,delegates; delegates_raw,Australian Institute Of Marine Science,Australian Institute Of Marine Science,australian institute of marine science,australian institute marine science,Australian Institute of Marine Science,token_key,low,5,555,True,True,True,,
C0433,Nova Southeastern University,367,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Nova Southeastern University,Nova Southeastern University,nova southeastern university,nova southeastern university,Nova Southeastern University,token_key,low,2,443,False,True,True,,
C0433,"Nova Southeastern University, United States",76,delegates; delegates_raw,Nova Southeastern University,Nova Southeastern University,nova southeastern university,nova southeastern university,Nova Southeastern University,token_key,low,2,443,False,True,True,,
C0003,University of Hawai'i - Mānoa,162,delegates; delegates_raw; delegates_sanitized; geocode_cache; speaker_profiles; speaker_profiles_cache,University of Hawaiʻi - Mānoa,University of Hawaiʻi - Mānoa,university of hawaii - manoa,hawaii manoa university,University of Hawaiʻi - Mānoa,token_key,high,10,442,False,False,True,,
C0003,University of Hawai'i - Manoa,113,map_locations; talks,University of Hawaiʻi - Mānoa,University of Hawaiʻi - Mānoa,university of hawaii - manoa,hawaii manoa university,University of Hawaiʻi - Mānoa,token_key,high,10,442,False,False,True,,
C0003,University of Hawaiʻi - Mānoa,78,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache,University of Hawaiʻi - Mānoa,University of Hawaiʻi - Mānoa,university of hawaii - manoa,hawaii manoa university,University of Hawaiʻi - Mānoa,token_key,high,10,442,False,False,True,,
C0003,"University of Hawai'i - Mānoa, United States",62,delegates; delegates_raw,University of Hawaiʻi - Mānoa,University of Hawaiʻi - Mānoa,university of hawaii - manoa,hawaii manoa university,University of Hawaiʻi - Mānoa,token_key,high,10,442,False,False,True,,
C0003,University of Hawaii - Manoa,11,map_locations; talks,University of Hawaiʻi - Mānoa,University of Hawaiʻi - Mānoa,university of hawaii - manoa,hawaii manoa university,University of Hawaiʻi - Mānoa,token_key,high,10,442,False,False,True,,
C0003,University of Hawai‘i - Mānoa,6,delegates; delegates_raw; delegates_sanitized; geocode_cache; speaker_profiles; speaker_profiles_cache,University of Hawaiʻi - Mānoa,University of Hawaiʻi - Mānoa,university of hawaii - manoa,hawaii manoa university,University of Hawaiʻi - Mānoa,token_key,high,10,442,False,False,True,,
C0003,"University of Hawaiʻi - Mānoa, United States",4,delegates; delegates_raw,University of Hawaiʻi - Mānoa,University of Hawaiʻi - Mānoa,university of hawaii - manoa,hawaii manoa university,University of Hawaiʻi - Mānoa,token_key,high,10,442,False,False,True,,
C0003,"University of Hawai'i - Mānoa, Palau",2,delegates; delegates_raw,University of Hawaiʻi - Mānoa,University of Hawaiʻi - Mānoa,university of hawaii - manoa,hawaii manoa university,University of Hawaiʻi - Mānoa,token_key,high,10,442,False,False,True,,
C0003,"University of Hawai'i - Mānoa, Philippines",2,delegates; delegates_raw,University of Hawaiʻi - Mānoa,University of Hawaiʻi - Mānoa,university of hawaii - manoa,hawaii manoa university,University of Hawaiʻi - Mānoa,token_key,high,10,442,False,False,True,,
C0003,"University of Hawai‘i - Mānoa, United States",2,delegates; delegates_raw,University of Hawaiʻi - Mānoa,University of Hawaiʻi - Mānoa,university of hawaii - manoa,hawaii manoa university,University of Hawaiʻi - Mānoa,token_key,high,10,442,False,False,True,,
C0011,University of Queensland,319,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Queensland,University of Queensland,university of queensland,queensland university,University of Queensland,token_key,high,7,406,True,True,True,,
C0011,"University of Queensland, Australia",70,delegates; delegates_raw,University of Queensland,University of Queensland,university of queensland,queensland university,University of Queensland,token_key,high,7,406,True,True,True,,
C0011,University Of Queensland,9,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache,University Of Queensland,University Of Queensland,university of queensland,queensland university,University of Queensland,token_key,high,7,406,True,True,True,,
C0011,"University Of Queensland, Australia",2,delegates; delegates_raw,University Of Queensland,University Of Queensland,university of queensland,queensland university,University of Queensland,token_key,high,7,406,True,True,True,,
C0011,"University of Queensland, Colombia",2,delegates; delegates_raw,University of Queensland,University of Queensland,university of queensland,queensland university,University of Queensland,token_key,high,7,406,True,True,True,,
C0011,"University of Queensland, Malaysia",2,delegates; delegates_raw,University of Queensland,University of Queensland,university of queensland,queensland university,University of Queensland,token_key,high,7,406,True,True,True,,
C0011,"University of Queensland, Philippines",2,delegates; delegates_raw,University of Queensland,University of Queensland,university of queensland,queensland university,University of Queensland,token_key,high,7,406,True,True,True,,
C0047,University of Miami,230,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University Of Miami,University Of Miami,university of miami,miami university,University Of Miami,token_key,low,4,377,False,True,True,,
C0047,University Of Miami,89,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache,University Of Miami,University Of Miami,university of miami,miami university,University Of Miami,token_key,low,4,377,False,True,True,,
C0047,"University of Miami, United States",46,delegates; delegates_raw,University Of Miami,University Of Miami,university of miami,miami university,University Of Miami,token_key,low,4,377,False,True,True,,
C0047,"University Of Miami, United States",12,delegates; delegates_raw,University Of Miami,University Of Miami,university of miami,miami university,University Of Miami,token_key,low,4,377,False,True,True,,
C0124,University of the Virgin Islands,280,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of the Virgin Islands,University of the Virgin Islands,university of the virgin islands,islands university virgin,University of the Virgin Islands,token_key,low,3,320,False,True,True,,
C0124,"University of the Virgin Islands, United States Virgin Islands",34,delegates; delegates_raw,University of the Virgin Islands,University of the Virgin Islands,university of the virgin islands,islands university virgin,University of the Virgin Islands,token_key,low,3,320,False,True,True,,
C0124,"University of the Virgin Islands, United States",6,delegates; delegates_raw,University of the Virgin Islands,University of the Virgin Islands,university of the virgin islands,islands university virgin,University of the Virgin Islands,token_key,low,3,320,False,True,True,,
C0036,National University of Singapore,262,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,National University of Singapore,National University of Singapore,national university of singapore,national singapore university,National University of Singapore,token_key,low,4,312,False,True,True,,
C0036,"National University of Singapore, Singapore",46,delegates; delegates_raw,National University of Singapore,National University of Singapore,national university of singapore,national singapore university,National University of Singapore,token_key,low,4,312,False,True,True,,
C0036,"National University of Singapore, Malaysia",2,delegates; delegates_raw,National University of Singapore,National University of Singapore,national university of singapore,national singapore university,National University of Singapore,token_key,low,4,312,False,True,True,,
C0036,"National University of Singapore, New Zealand",2,delegates; delegates_raw,National University of Singapore,National University of Singapore,national university of singapore,national singapore university,National University of Singapore,token_key,low,4,312,False,True,True,,
C0031,Florida International University,246,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Florida International University,Florida International University,florida international university,florida international university,Florida International University,"fuzzy:0.97, token_key",high,4,304,False,False,True,,
C0031,"Florida International University, United States",48,delegates; delegates_raw,Florida International University,Florida International University,florida international university,florida international university,Florida International University,"fuzzy:0.97, token_key",high,4,304,False,False,True,,
C0031,Florida International Univeristy,8,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Florida International University,Florida International University,florida international univeristy,florida international univeristy,Florida International University,"fuzzy:0.97, token_key",high,4,304,False,False,True,,
C0031,"Florida International Univeristy, United States",2,delegates; delegates_raw,Florida International University,Florida International University,florida international univeristy,florida international univeristy,Florida International University,"fuzzy:0.97, token_key",high,4,304,False,False,True,,
C0123,University of Sydney,256,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Sydney,University of Sydney,university of sydney,sydney university,University of Sydney,token_key,low,3,301,False,True,True,,
C0123,"University of Sydney, Australia",42,delegates; delegates_raw,University of Sydney,University of Sydney,university of sydney,sydney university,University of Sydney,token_key,low,3,301,False,True,True,,
C0123,University Of Sydney,3,geocode_cache; speaker_profiles; speaker_profiles_cache,University of Sydney,University of Sydney,university of sydney,sydney university,University of Sydney,token_key,low,3,301,False,True,True,,
C0051,Victoria University of Wellington,222,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; geocode_overrides; map_locations; speaker_profiles; speaker_profiles_cache; talks,Victoria University of Wellington,Victoria University of Wellington,victoria university of wellington,university victoria wellington,Victoria University of Wellington,token_key,low,4,278,False,True,True,,
C0051,"Victoria University of Wellington, New Zealand",51,delegates; delegates_raw; geocode_cache,Victoria University of Wellington,Victoria University of Wellington,victoria university of wellington,university victoria wellington,Victoria University of Wellington,token_key,low,4,278,False,True,True,,
C0051,"Victoria University of Wellington, United Kingdom",3,delegates; delegates_raw; geocode_cache,Victoria University of Wellington,Victoria University of Wellington,victoria university of wellington,university victoria wellington,Victoria University of Wellington,token_key,low,4,278,False,True,True,,
C0051,"Victoria University of Wellington, United States",2,delegates; delegates_raw,Victoria University of Wellington,Victoria University of Wellington,victoria university of wellington,university victoria wellington,Victoria University of Wellington,token_key,low,4,278,False,True,True,,
C0650,University of Technology Sydney,221,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Technology Sydney,University of Technology Sydney,university of technology sydney,sydney technology university,University of Technology Sydney,token_key,low,2,259,False,True,True,,
C0650,"University of Technology Sydney, Australia",38,delegates; delegates_raw,University of Technology Sydney,University of Technology Sydney,university of technology sydney,sydney technology university,University of Technology Sydney,token_key,low,2,259,False,True,True,,
C0122,University of São Paulo,118,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache,University of São Paulo,University of São Paulo,university of sao paulo,paulo sao university,University of São Paulo,token_key,low,3,252,False,True,True,,
C0122,University of Sao Paulo,102,map_locations; talks,University of São Paulo,University of São Paulo,university of sao paulo,paulo sao university,University of São Paulo,token_key,low,3,252,False,True,True,,
C0122,"University of São Paulo, Brazil",32,delegates; delegates_raw,University of São Paulo,University of São Paulo,university of sao paulo,paulo sao university,University of São Paulo,token_key,low,3,252,False,True,True,,
C0115,University of Guam,198,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Guam,University of Guam,university of guam,guam university,University of Guam,token_key,low,3,240,False,True,True,,
C0115,"University of Guam, Guam",36,delegates; delegates_raw,University of Guam,University of Guam,university of guam,guam university,University of Guam,token_key,low,3,240,False,True,True,,
C0115,"University of Guam, United States",6,delegates; delegates_raw,University of Guam,University of Guam,university of guam,guam university,University of Guam,token_key,low,3,240,False,True,True,,
C0015,University of the Philippines - Diliman,133,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University Of The Philippines - Diliman,University Of The Philippines - Diliman,university of the philippines - diliman,diliman philippines university,University Of The Philippines - Diliman,token_key,low,6,225,False,True,True,,
C0015,University Of The Philippines - Diliman,50,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache,University Of The Philippines - Diliman,University Of The Philippines - Diliman,university of the philippines - diliman,diliman philippines university,University Of The Philippines - Diliman,token_key,low,6,225,False,True,True,,
C0015,"University of the Philippines - Diliman, Philippines",32,delegates; delegates_raw,University Of The Philippines - Diliman,University Of The Philippines - Diliman,university of the philippines - diliman,diliman philippines university,University Of The Philippines - Diliman,token_key,low,6,225,False,True,True,,
C0015,University of The Philippines - Diliman,6,delegates; delegates_raw; delegates_sanitized; geocode_cache; speaker_profiles; speaker_profiles_cache,University Of The Philippines - Diliman,University Of The Philippines - Diliman,university of the philippines - diliman,diliman philippines university,University Of The Philippines - Diliman,token_key,low,6,225,False,True,True,,
C0015,"University Of The Philippines - Diliman, Philippines",2,delegates; delegates_raw,University Of The Philippines - Diliman,University Of The Philippines - Diliman,university of the philippines - diliman,diliman philippines university,University Of The Philippines - Diliman,token_key,low,6,225,False,True,True,,
C0015,"University of The Philippines - Diliman, Philippines",2,delegates; delegates_raw,University Of The Philippines - Diliman,University Of The Philippines - Diliman,university of the philippines - diliman,diliman philippines university,University Of The Philippines - Diliman,token_key,low,6,225,False,True,True,,
C0016,University of the Ryukyus,148,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of the Ryukyus,University of the Ryukyus,university of the ryukyus,ryukyus university,University of the Ryukyus,token_key,low,6,219,True,True,True,,
C0016,University Of The Ryukyus,37,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache,University Of The Ryukyus,University Of The Ryukyus,university of the ryukyus,ryukyus university,University of the Ryukyus,token_key,low,6,219,True,True,True,,
C0016,"University of the Ryukyus, Japan",20,delegates; delegates_raw,University of the Ryukyus,University of the Ryukyus,university of the ryukyus,ryukyus university,University of the Ryukyus,token_key,low,6,219,True,True,True,,
C0016,"University Of The Ryukyus, Japan",10,delegates; delegates_raw,University Of The Ryukyus,University Of The Ryukyus,university of the ryukyus,ryukyus university,University of the Ryukyus,token_key,low,6,219,True,True,True,,
C0016,"University Of The Ryukyus, Maldives",2,delegates; delegates_raw,University Of The Ryukyus,University Of The Ryukyus,university of the ryukyus,ryukyus university,University of the Ryukyus,token_key,low,6,219,True,True,True,,
C0016,"University Of The Ryukyus, Philippines",2,delegates; delegates_raw,University Of The Ryukyus,University Of The Ryukyus,university of the ryukyus,ryukyus university,University of the Ryukyus,token_key,low,6,219,True,True,True,,
C0001,the Nature Conservancy,91,emissions; map_locations; talks,the Nature Conservancy,the Nature Conservancy,the nature conservancy,conservancy nature,the Nature Conservancy - Jamaica,"fuzzy:0.95, token_key",high,13,217,True,False,True,,
C0001,The Nature Conservancy,75,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache,The Nature Conservancy,The Nature Conservancy,the nature conservancy,conservancy nature,the Nature Conservancy - Jamaica,"fuzzy:0.95, token_key",high,13,217,True,False,True,,
C0001,"The Nature Conservancy, United States",20,delegates; delegates_raw,The Nature Conservancy,The Nature Conservancy,the nature conservancy,conservancy nature,the Nature Conservancy - Jamaica,"fuzzy:0.95, token_key",high,13,217,True,False,True,,
C0001,the Nature Conservancy - Jamaica,8,emissions; map_locations; talks,the Nature Conservancy - Jamaica,the Nature Conservancy - Jamaica,the nature conservancy - jamaica,conservancy jamaica nature,the Nature Conservancy - Jamaica,"fuzzy:0.95, token_key",high,13,217,True,False,True,,
C0001,The Nature Conservancy - Jamaica,7,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache,The Nature Conservancy - Jamaica,The Nature Conservancy - Jamaica,the nature conservancy - jamaica,conservancy jamaica nature,the Nature Conservancy - Jamaica,"fuzzy:0.95, token_key",high,13,217,True,False,True,,
C0001,"The Nature Conservancy - Jamaica, Jamaica",2,delegates; delegates_raw,The Nature Conservancy - Jamaica,The Nature Conservancy - Jamaica,the nature conservancy - jamaica,conservancy jamaica nature,the Nature Conservancy - Jamaica,"fuzzy:0.95, token_key",high,13,217,True,False,True,,
C0001,"The Nature Conservancy, Guam",2,delegates; delegates_raw,The Nature Conservancy,The Nature Conservancy,the nature conservancy,conservancy nature,the Nature Conservancy - Jamaica,"fuzzy:0.95, token_key",high,13,217,True,False,True,,
C0001,"The Nature Conservancy, Jamaica",2,delegates; delegates_raw,The Nature Conservancy,The Nature Conservancy,the nature conservancy,conservancy nature,the Nature Conservancy - Jamaica,"fuzzy:0.95, token_key",high,13,217,True,False,True,,
C0001,"The Nature Conservancy, Mexico",2,delegates; delegates_raw,The Nature Conservancy,The Nature Conservancy,the nature conservancy,conservancy nature,the Nature Conservancy - Jamaica,"fuzzy:0.95, token_key",high,13,217,True,False,True,,
C0001,"The Nature Conservancy, Micronesia, Federated States of",2,delegates; delegates_raw,The Nature Conservancy,The Nature Conservancy,the nature conservancy,conservancy nature,the Nature Conservancy - Jamaica,"fuzzy:0.95, token_key",high,13,217,True,False,True,,
C0001,"The Nature Conservancy, Papua New Guinea",2,delegates; delegates_raw,The Nature Conservancy,The Nature Conservancy,the nature conservancy,conservancy nature,the Nature Conservancy - Jamaica,"fuzzy:0.95, token_key",high,13,217,True,False,True,,
C0001,"The Nature Conservancy, United States Virgin Islands",2,delegates; delegates_raw,The Nature Conservancy,The Nature Conservancy,the nature conservancy,conservancy nature,the Nature Conservancy - Jamaica,"fuzzy:0.95, token_key",high,13,217,True,False,True,,
C0001,"The Nature Conservancy, Venezuela, Bolivarian Republic of",2,delegates; delegates_raw,The Nature Conservancy,The Nature Conservancy,the nature conservancy,conservancy nature,the Nature Conservancy - Jamaica,"fuzzy:0.95, token_key",high,13,217,True,False,True,,
C0004,Wildlife Conservation Society,181,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Wildlife Conservation Society,Wildlife Conservation Society,wildlife conservation society,conservation society wildlife,Wildlife Conservation Society,token_key,low,10,209,False,True,True,,
C0004,"Wildlife Conservation Society, Fiji",6,delegates; delegates_raw,Wildlife Conservation Society,Wildlife Conservation Society,wildlife conservation society,conservation society wildlife,Wildlife Conservation Society,token_key,low,10,209,False,True,True,,
C0004,"Wildlife Conservation Society, Australia",4,delegates; delegates_raw,Wildlife Conservation Society,Wildlife Conservation Society,wildlife conservation society,conservation society wildlife,Wildlife Conservation Society,token_key,low,10,209,False,True,True,,
C0004,"Wildlife Conservation Society, Indonesia",4,delegates; delegates_raw,Wildlife Conservation Society,Wildlife Conservation Society,wildlife conservation society,conservation society wildlife,Wildlife Conservation Society,token_key,low,10,209,False,True,True,,
C0004,"Wildlife Conservation Society, United States",4,delegates; delegates_raw,Wildlife Conservation Society,Wildlife Conservation Society,wildlife conservation society,conservation society wildlife,Wildlife Conservation Society,token_key,low,10,209,False,True,True,,
C0004,"Wildlife Conservation Society, Canada",2,delegates; delegates_raw,Wildlife Conservation Society,Wildlife Conservation Society,wildlife conservation society,conservation society wildlife,Wildlife Conservation Society,token_key,low,10,209,False,True,True,,
C0004,"Wildlife Conservation Society, Kenya",2,delegates; delegates_raw,Wildlife Conservation Society,Wildlife Conservation Society,wildlife conservation society,conservation society wildlife,Wildlife Conservation Society,token_key,low,10,209,False,True,True,,
C0004,"Wildlife Conservation Society, Madagascar",2,delegates; delegates_raw,Wildlife Conservation Society,Wildlife Conservation Society,wildlife conservation society,conservation society wildlife,Wildlife Conservation Society,token_key,low,10,209,False,True,True,,
C0004,"Wildlife Conservation Society, Panama",2,delegates; delegates_raw,Wildlife Conservation Society,Wildlife Conservation Society,wildlife conservation society,conservation society wildlife,Wildlife Conservation Society,token_key,low,10,209,False,True,True,,
C0004,"Wildlife Conservation Society, Papua New Guinea",2,delegates; delegates_raw,Wildlife Conservation Society,Wildlife Conservation Society,wildlife conservation society,conservation society wildlife,Wildlife Conservation Society,token_key,low,10,209,False,True,True,,
C0601,University of California - Santa Barbara,168,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of California - Santa Barbara,University of California - Santa Barbara,university of california - santa barbara,barbara california santa university,University of California - Santa Barbara,token_key,low,2,198,False,True,True,,
C0601,"University of California - Santa Barbara, United States",30,delegates; delegates_raw,University of California - Santa Barbara,University of California - Santa Barbara,university of california - santa barbara,barbara california santa university,University of California - Santa Barbara,token_key,low,2,198,False,True,True,,
C0021,Southern Cross University,156,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Southern Cross University,Southern Cross University,southern cross university,cross southern university,Southern Cross University,token_key,low,5,186,False,True,True,,
C0021,"Southern Cross University, Australia",24,delegates; delegates_raw,Southern Cross University,Southern Cross University,southern cross university,cross southern university,Southern Cross University,token_key,low,5,186,False,True,True,,
C0021,"Southern Cross University, Maldives",2,delegates; delegates_raw,Southern Cross University,Southern Cross University,southern cross university,cross southern university,Southern Cross University,token_key,low,5,186,False,True,True,,
C0021,"Southern Cross University, New Caledonia",2,delegates; delegates_raw,Southern Cross University,Southern Cross University,southern cross university,cross southern university,Southern Cross University,token_key,low,5,186,False,True,True,,
C0021,"Southern Cross University, Philippines",2,delegates; delegates_raw,Southern Cross University,Southern Cross University,southern cross university,cross southern university,Southern Cross University,token_key,low,5,186,False,True,True,,
C0012,University of Western Australia,146,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; geocode_overrides; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Western Australia,University of Western Australia,university of western australia,australia university western,University of Western Australia,"fingerprint, token_key",low,6,179,False,False,True,,
C0012,"University of Western Australia, Australia",23,delegates; delegates_raw; geocode_cache,University of Western Australia,University of Western Australia,university of western australia,australia university western,University of Western Australia,"fingerprint, token_key",low,6,179,False,False,True,,
C0012,The University Of Western Australia,3,delegates; delegates_raw; delegates_sanitized,University of Western Australia,University of Western Australia,the university of western australia,australia university western,University of Western Australia,"fingerprint, token_key",low,6,179,False,False,True,,
C0012,"The University Of Western Australia, Australia",3,delegates; delegates_raw; geocode_cache,University of Western Australia,University of Western Australia,the university of western australia,australia university western,University of Western Australia,"fingerprint, token_key",low,6,179,False,False,True,,
C0012,"University of Western Australia, New Zealand",2,delegates; delegates_raw,University of Western Australia,University of Western Australia,university of western australia,australia university western,University of Western Australia,"fingerprint, token_key",low,6,179,False,False,True,,
C0012,the University of Western Australia,2,geocode_cache; geocode_overrides,University of Western Australia,University of Western Australia,the university of western australia,australia university western,University of Western Australia,"fingerprint, token_key",low,6,179,False,False,True,,
C0006,Hawaiʻi Institute of Marine Biology,66,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache,Hawaiʻi Institute of Marine Biology,Hawaiʻi Institute of Marine Biology,hawaii institute of marine biology,biology hawaii institute marine,Hawaiʻi Institute of Marine Biology,token_key,high,8,178,False,False,True,,
C0006,Hawaii Institute of Marine Biology,63,geocode_overrides; map_locations; talks,Hawaiʻi Institute of Marine Biology,Hawaiʻi Institute of Marine Biology,hawaii institute of marine biology,biology hawaii institute marine,Hawaiʻi Institute of Marine Biology,token_key,high,8,178,False,False,True,,
C0006,"Hawaiʻi Institute of Marine Biology, United States",23,delegates; delegates_raw; geocode_cache,Hawaiʻi Institute of Marine Biology,Hawaiʻi Institute of Marine Biology,hawaii institute of marine biology,biology hawaii institute marine,Hawaiʻi Institute of Marine Biology,token_key,high,8,178,False,False,True,,
C0006,Hawai‘i Institute of Marine Biology,11,delegates; delegates_raw; delegates_sanitized; geocode_cache; speaker_profiles; speaker_profiles_cache,Hawaiʻi Institute of Marine Biology,Hawaiʻi Institute of Marine Biology,hawaii institute of marine biology,biology hawaii institute marine,Hawaiʻi Institute of Marine Biology,token_key,high,8,178,False,False,True,,
C0006,Hawaiʻi institute of Marine Biology,6,delegates; delegates_raw; delegates_sanitized; geocode_cache; speaker_profiles; speaker_profiles_cache,Hawaiʻi Institute of Marine Biology,Hawaiʻi Institute of Marine Biology,hawaii institute of marine biology,biology hawaii institute marine,Hawaiʻi Institute of Marine Biology,token_key,high,8,178,False,False,True,,
C0006,"Hawai‘i Institute of Marine Biology, United States",4,delegates; delegates_raw,Hawaiʻi Institute of Marine Biology,Hawaiʻi Institute of Marine Biology,hawaii institute of marine biology,biology hawaii institute marine,Hawaiʻi Institute of Marine Biology,token_key,high,8,178,False,False,True,,
C0006,Hawaii institute of Marine Biology,3,map_locations; talks,Hawaiʻi Institute of Marine Biology,Hawaiʻi Institute of Marine Biology,hawaii institute of marine biology,biology hawaii institute marine,Hawaiʻi Institute of Marine Biology,token_key,high,8,178,False,False,True,,
C0006,"Hawaiʻi institute of Marine Biology, United States",2,delegates; delegates_raw,Hawaiʻi Institute of Marine Biology,Hawaiʻi Institute of Marine Biology,hawaii institute of marine biology,biology hawaii institute marine,Hawaiʻi Institute of Marine Biology,token_key,high,8,178,False,False,True,,
C0009,Newcastle University,109,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Newcastle University,Newcastle University,newcastle university,newcastle university,Newcastle University,"fingerprint, token_key",high,7,177,True,False,True,,
C0009,University of Newcastle,39,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Newcastle,University of Newcastle,university of newcastle,newcastle university,Newcastle University,"fingerprint, token_key",high,7,177,True,False,True,,
C0009,"Newcastle University, United Kingdom",14,delegates; delegates_raw,Newcastle University,Newcastle University,newcastle university,newcastle university,Newcastle University,"fingerprint, token_key",high,7,177,True,False,True,,
C0009,"University of Newcastle, Australia",8,delegates; delegates_raw,University of Newcastle,University of Newcastle,university of newcastle,newcastle university,Newcastle University,"fingerprint, token_key",high,7,177,True,False,True,,
C0009,University Of Newcastle,3,delegates; delegates_raw; delegates_sanitized,University Of Newcastle,University Of Newcastle,university of newcastle,newcastle university,Newcastle University,"fingerprint, token_key",high,7,177,True,False,True,,
